source_relative_path	image_relative_path	sha256	design_note
nouns_classified_1973/B04-CUL__Culinary/noun-1366__head-beer.png	B04-CUL__Culinary/aachat-forge-culinary-amber-foam-violet-brewer.png	68664ae495460ced56d68ea0eb0a54e4439323a9c286b07336399546372557ea	Amber beer-vessel head with stepped ivory foam crown and violet modular body; original face and glasses fully replaced by the fixed frontal LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1375__head-egg.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-eggcap-twinband-keeper.png	89921a65d94b8c28b8b46e594c741c9846dc4decf0739dec596a5b4f232388a1	Stepped ivory eggcap keeper with emerald-cobalt twin bands; source eyes, glasses, and mouth fully replaced by the fixed frontal LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1381__head-cookie.png	B04-CUL__Culinary/aachat-forge-culinary-cocoa-cookie-bowtie-keeper.png	679de564261559741f70f372649a1915573c0eff947c814968d12407301df37d	Round cocoa cookie shell with sparse chocolate-chip modules, cream block body, sunny yellow bow tie, and fully integrated fixed LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1382__head-cotton-candy.png	B04-CUL__Culinary/aachat-forge-culinary-coral-floss-cloud-tender.png	c64a82f1b914280101d3cc28dd330bbf185f022bd0e5845258d1edaf78680071	Rose-pink stepped cotton-candy cloud head with integrated 28U×17U LCD, blank coral dispenser torso, cream module limbs, empty hands, and white top spindle.
nouns_classified_1973/B04-CUL__Culinary/noun-1386__head-egg.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-eggshell-checker-keeper.png	0a0bbd40b747b078169cb0429702fb3bb059c65ed03190c4b128e73d835c1550	Ivory cracked-eggshell cafe keeper with black-white checker chest band, deep-green apron body, and fully integrated fixed LCD in coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1388__head-mustard.png	B04-CUL__Culinary/aachat-forge-culinary-amber-nozzle-drip-tender.png	585f847c9265765c85e8a38c273e59a561cfbc050ef837584405844ed7d7479f	Reference-mode Level 4 mustard-dispenser tender with a stepped amber nozzle crown, charcoal dripping smock, fixed frontal aachat LCD, consistent coarse square 3D modules, and generous full-body white margins; the source face was completely replaced.
nouns_classified_1973/B04-CUL__Culinary/noun-1393__head-sandwich.png	B04-CUL__Culinary/aachat-forge-culinary-toasted-sesame-jersey-bearer.png	0918d5834a1a945677ef7a34c4ae2b2d93bc677ec16d4855b2d2af3fad20d433	Reference-mode toasted sesame sandwich bearer with tomato, cheese, lettuce, green jersey banding, full structural LCD face replacement, and coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1394__head-shrimp-tempura.png	B04-CUL__Culinary/aachat-forge-culinary-golden-prawn-halo-steward.png	deebce0f1dffb572f44f77083fa7bfc21604d20691af57f15a31ea60f546c34d	Golden block-tempura halo and curled shrimp crest over a charcoal modular tunic; the source face is fully replaced by the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1401__head-shrimp-tempura.png	B04-CUL__Culinary/aachat-forge-culinary-golden-shrimp-tail-page.png	673751324384d77b7be014f4dc920ecaba25c75477220303647988cd527dc7b8	Golden shrimp-tempura page with a breaded halo head, orange tail crest, multicolor patchwork tunic, fixed aachat LCD, and coarse square Level 4 modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1407__head-bubblegum.png	B04-CUL__Culinary/aachat-forge-culinary-fuchsia-gumball-cross-bearer.png	02fa13f0014faf398557bd414e817e4b7db964b3c4eed8043dd4bdadedf52cb1	Fuchsia stepped gumball helmet with a white cross crest, turquoise side tabs, orange block suit, and a fully integrated frontal aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1410__head-doughnut.png	B04-CUL__Culinary/aachat-forge-culinary-berry-glaze-hoop-courier.png	d1562ec10a7595b6db30398e6f48d14f2e41f1b90c860d0811d44af7433e062a	Bright pink frosted doughnut ring with sparse square sprinkles, turquoise accents, and brown-white striped courier body; source face fully replaced by the integrated fixed LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1422__head-egg.png	B04-CUL__Culinary/aachat-forge-culinary-speckled-egg-orange-walker.png	a1cc6ff6a837ebf78f36d2500060aa40560b366db3daeb1a3d986bbbab444406	Ivory speckled eggshell crown, white upright body, and warm orange modular accents rebuilt as coarse square 3D modules around the fixed LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1433__head-garlic.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-garlic-checker-keeper.png	6831583839b2183aa06c8b28b64055c8a9bb1315b40c9dcd0377960492dc5e27	Ivory segmented garlic-bulb keeper with a crimson-integrated LCD frame and a black-and-rose checkerboard column tunic, built in coarse square modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1434__head-cotton-candy.png	B04-CUL__Culinary/aachat-forge-culinary-blush-floss-spindle-tender.png	fb6dc64d2a34009d3ec76cdad5dc5c3f172b244b37e7d2b6f3275315f9e27c00	Blush spun-sugar cloud head with red dispenser torso and white spindle axle; original face fully replaced by the fixed cobalt LCD; uniform coarse square modules and generous full-body white clearance.
nouns_classified_1973/B04-CUL__Culinary/noun-1449__head-cherry.png	B04-CUL__Culinary/aachat-forge-culinary-cherry-checker-orchard-keeper.png	8d1f7978286a423efb36cf34aec062d0c77a1e2ed4d77ab1ccfe65fe30194c3d	Reference-mode Level 4 cherry-fruit head with green leaf crown and black-purple-white-cyan checker body; fixed 1.68:1 LCD, coarse square 3D modules, generous white margins; no Level 5.
nouns_classified_1973/B04-CUL__Culinary/noun-1450__head-cake.png	B04-CUL__Culinary/aachat-forge-culinary-blush-icing-candle-baker.png	2b79edb1357372baae40e9aff8027ee0326847431e0a5386cdda4db0d7529534	Blush-pink three-candle cake baker with pale checker sponge modules and a structurally integrated frontal aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1451__head-coffeebean.png	B04-CUL__Culinary/aachat-forge-culinary-mahogany-bean-groove-scholar.png	d5a943f9c9a8145729b9387473191826b0dc034aaff375530edef23ab7fade25	Rounded mahogany split-bean module shell with a central groove, pale ice-blue modular scholar tunic, brown block limbs and shoes, and complete source-face replacement around the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1456__head-blueberry.png	B04-CUL__Culinary/aachat-forge-culinary-azure-blueberry-stripe-tender.png	1b156b686dc3d23bd1bf957b87f0b59c81ff119b84ca75b0de009e3d16b8f16b	Reference-mode blueberry shell with dark crown nub, olive striped tender body, fixed front-facing aachat LCD, and coarse square Level 4 modules on a bright white full-body canvas.
nouns_classified_1973/B04-CUL__Culinary/noun-1467__head-porkbao.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-pleated-bao-bearer.png	a3e8cd4ef94211650f35cc525721ed81482dd3785ef0e8014e69b4d3965791ca	Ivory steamed-bao shell with stepped pleated crest, restrained vermilion modular accents, fixed front-facing aachat LCD, and generous full-body white margin.
nouns_classified_1973/B04-CUL__Culinary/noun-1477__head-beer.png	B04-CUL__Culinary/aachat-forge-culinary-amber-foam-bluecoat-porter.png	e8134b48cefbd990ca6021a3fda8493dcf783951b72d03a6ae22202a37ba188a	Amber tankard porter with a foam crown, blue service coat, fully integrated aachat LCD, and consistent coarse square modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1480__head-spaghetti.png	B04-CUL__Culinary/aachat-forge-culinary-tomato-pasta-cap-steward.png	0d88a76af27b1ee7fa3e35f3a253d58b5a61d558f6ea481c4734b5379f67fc7d	Reference-mode spaghetti-headed steward preserving the tomato-red pasta crown, dark bowl rim, green garnish, yellow tunic, and square color tiles; the original face was structurally replaced by the fixed frontal aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1487__head-blueberry.png	B04-CUL__Culinary/aachat-forge-culinary-azure-berry-checker-gatherer.png	59d840af230c6ee557a38b2a663ba28f0cfaae9d197577428e6ece6218509044	Round azure blueberry head with a dark blue-green leaf accent and checker-panel body, rebuilt from coarse square 3D modules around the fixed frontal LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1490__head-pizza.png	B04-CUL__Culinary/aachat-forge-culinary-amber-slice-tunic-porter.png	1dc580865b8437c9da9de6e8386f4b0e5bb57ebeaed673ee91f51336a627dcba	Reference-mode amber pizza-slice tunic porter with a stepped golden cheese-and-red-topping head shell, fixed integrated frontal aachat LCD, complete source-face replacement, consistent coarse square modules, and generous white full-body margins.
nouns_classified_1973/B04-CUL__Culinary/noun-1496__head-cannedham.png	B04-CUL__Culinary/aachat-forge-culinary-salmon-ham-lid-sentinel.png	cb2c0d5835acc06c3e78aeaa6e93726375d5b27bd628506b5368864eccf99802	White enamel canned-ham sentinel with salmon ham crown, stepped brown pull-key lid, cobalt-violet band, and compact fixed LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1500__head-beet.png	B04-CUL__Culinary/aachat-forge-culinary-crimson-beet-checker-keeper.png	f5266658ca9db1af234b86e4f767ca47bcea24ac68828138b5195fc5b548f2f1	Crimson beet module head with green-purple sprout crown, ivory-black checker keeper body, and fully integrated fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1513__head-macaroni.png	B04-CUL__Culinary/aachat-forge-culinary-saffron-elbow-arch-porter.png	4ac40064dc84cfcfef8469452032a1a695ddc8c4b25a1b1104e9977bfd10df1c	Saffron macaroni-elbow arch structurally frames the fixed LCD above a compact russet block porter body; source face and red label removed.
nouns_classified_1973/B04-CUL__Culinary/noun-1519__head-spaghetti.png	B04-CUL__Culinary/aachat-forge-culinary-marinara-spaghetti-bowl-porter.png	5e533970f1412bfc2b8ce0f1bca760786a6515ba84743eb97f64d811df49fd30	Reference-mode Level 4 spaghetti-bowl porter with a dark chestnut bowl head, marinara noodle crown, green apron, fixed integrated LCD, and coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1525__head-cake.png	B04-CUL__Culinary/aachat-forge-culinary-rose-candle-tier-sentinel.png	db0cd0217f1ce4575cd331720b93ba7614f021ddd10db88c0b0ab2d658b26b34	Rose-frosted three-candle cake sentinel with checker trim, warm-ivory coarse square modules, and complete source-face replacement by the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1528__head-cherry.png	B04-CUL__Culinary/aachat-forge-culinary-vermilion-cherry-badge-porter.png	6e443f63224e67891c7ab1bcf4c64573fb3e627df6b057830e9dd45c03d6899f	Vermilion cherry-head porter preserving the green stem and leaf plus ivory service tunic; source face fully replaced by the fixed 1.65:1 LCD, abstract red-gold checker tile, coarse square 3D modules, and generous full-body white margins.
nouns_classified_1973/B04-CUL__Culinary/noun-1530__head-cannedham.png	B04-CUL__Culinary/aachat-forge-culinary-coral-keyed-tin-warden.png	109432c4911357424ef3bd5e6a9cae232b6b1ced3e1d22cfb3f840e1122626fa	Coral canned-ham tin warden with a compact stepped key, cobalt-violet band, 28:17 fixed LCD, full face replacement, and coarse square Level 4 modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1531__head-cannedham.png	B04-CUL__Culinary/aachat-forge-culinary-salmon-lid-winder-porter.png	831db30afdee962ecd7473fa49072fa1a3388fff3083585b4ecc092cc3e261d0	Reference-mode canned-ham porter with salmon enamel can shell, cobalt wrapper band, rust-brown block body, integrated bronze winding key, and fixed frontal aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1533__head-blueberry.png	B04-CUL__Culinary/aachat-forge-culinary-cobalt-blueberry-checker-page.png	b3f0fa5bc8c6f3b020a20c14ee05f059723f38630d2be62ea8e925366ee9b592	Cobalt blueberry attendant preserving the rounded berry crown, indigo top dimple, black-and-white checker collar, and cool-gray uniform in coarse square Level 4 modules with a fully integrated fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1542__head-ketchup.png	B04-CUL__Culinary/aachat-forge-culinary-crimson-checker-spout-sentinel.png	9d7b8fea16b7a26b26952790321c882fa231d5122e625e8b3a017205f534d864	Preserved the source's scarlet stepped squeeze-spout crown, red rectangular bottle-head housing, and pink-green checkerboard body as consistent coarse square 3D modules; replaced the complete original face with the fixed front-facing aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1552__head-porkbao.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-porkbao-violet-apron.png	e643e7fb013d86ee055184a25d23772c372dc069b505e19c0ad61652ce655062	Ivory pleated pork-bao module shell with a charcoal-violet apron, inset violet bib panel, and fully replaced fixed cobalt LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1584__head-egg.png	B04-CUL__Culinary/aachat-forge-culinary-porcelain-egg-heart-steward.png	34dbac13e41fa651c7a56df90ff66c1e509c9acf9c573b127d18365ae50f4416	Porcelain eggshell heart steward preserving the source's high ivory dome, slim muted sage-gray tunic, and white chest-heart motif in coarse square 3D modules; original face and glasses fully replaced by the fixed frontal aachat LCD; Level 4 only.
nouns_classified_1973/B04-CUL__Culinary/noun-1592__head-sandwich.png	B04-CUL__Culinary/aachat-forge-culinary-rose-sandwich-pickle-porter.png	7a941e07b57989c08f80db9b19b437a1edb9735f2f8cf853df007e61566d9b76	Rose-tan sandwich porter with lettuce, tomato, cheese, top pickle garnish, cocoa tunic, and a fully integrated canonical LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1594__head-taco-classic.png	B04-CUL__Culinary/aachat-forge-culinary-crimson-taco-canopy-walker.png	62924adab0f0d76469af5d21544794f4f90fc4dfa8b2098af5dcee066124305e	Golden hard-shell taco canopy with green lettuce and warm filling modules, fixed cobalt-glow LCD, crimson block tunic, and sturdy full-body square-module construction.
nouns_classified_1973/B04-CUL__Culinary/noun-1596__head-egg.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-egg-berry-apron.png	0d57e5ab14d50c4993c457a10f9a9874efbeb1135093c8b3b6c3391b57ab6cee	Ivory egg-shell LCD head with deep-green apron body and restrained red berry modules; coarse square Level 4 construction.
nouns_classified_1973/B04-CUL__Culinary/noun-1609__head-cheese.png	B04-CUL__Culinary/aachat-forge-culinary-saffron-curd-checker-steward.png	de0f72974f4938f6c0f8e1ec877cf3e8cde4902d2f98df2d4fc7456670330c89	Saffron cheese-wedge LCD steward with stepped block holes, raspberry checker tunic, restrained green seam accents, complete source-face replacement, and consistent coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1625__head-chilli.png	B04-CUL__Culinary/aachat-forge-culinary-vermilion-chilli-hook-walker.png	d454f13257d13ecc9fa6251b03e84139988ace0a58459bd4fa6cbe1efa1b145e	Reference mode Level 4; vermilion chilli-hook silhouette with green stem, fixed integrated LCD, coarse square 3D modules, and full-body white-background RGB master.
nouns_classified_1973/B04-CUL__Culinary/noun-1631__head-peanut.png	B04-CUL__Culinary/aachat-forge-culinary-toasted-peanut-shell-porter.png	247be357fec3bad2860f70b0e5b3ac13f848da4a88aacbca6878f3f1c2c8598a	Two-lobed toasted peanut-shell porter in brick-red block tunic; original face and text fully replaced by the fixed integrated aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1632__head-mug.png	B04-CUL__Culinary/aachat-forge-culinary-porcelain-checker-handle-bearer.png	500878d7e026da3b266afd0452d98b2947662963c30c3a886c708841244b0d27	Reference mode Level 4; white porcelain mug head with integrated left handle, fixed LCD face, checker-apron body, and restrained red accent.
nouns_classified_1973/B04-CUL__Culinary/noun-1637__head-cherry.png	B04-CUL__Culinary/aachat-forge-culinary-vermilion-orchard-bowkeeper.png	7d86f90f01f34e96792ca3193bc9da00005d523759e6fcdeebc9b85462a3c81c	Vermilion cherry module head with stepped green leaf, fixed cobalt LCD, olive bow-tie tunic, and pale legs in coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1644__head-chilli.png	B04-CUL__Culinary/aachat-forge-culinary-crimson-chilli-crescent-tender.png	cad9c3c8ea0fb27d353f311a4d4d38f83cc31af2a358c85d24fedc53a59ee1a6	Scarlet chilli-crescent LCD hood with blocky green stem, charcoal apron body, and warm ochre limbs.
nouns_classified_1973/B04-CUL__Culinary/noun-1647__head-pineapple.png	B04-CUL__Culinary/aachat-forge-culinary-golden-frond-skycoat-keeper.png	515ea54bc4f4e101b8a34fb17fbfa64e266316d7553693a0d8c77f227b3ff5ea	Golden pineapple head with blocky green frond crown, pale sky-blue attendant coat, and fully integrated fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1648__head-beet.png	B04-CUL__Culinary/aachat-forge-culinary-ruby-beet-sprout-tender.png	372bb7b9c98958a62e5cbfa5d5c9a64fcb5142c9adc851a909eb3986ca3d95c0	Ruby-magenta beet shell with violet-green sprout crown, cyan angular sash, fully integrated fixed LCD, and consistent coarse square modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1656__head-onion.png	B04-CUL__Culinary/aachat-forge-culinary-amber-onion-patchwork-keeper.png	ba44cf902efb4684ec23835c7e5503536d6d55e2924c534d8d7dadef8d9a34d9	Reference-mode Level 4 amber onion-ring keeper with a tiny stepped sprout crown, coral tunic, magenta patchwork tiles, coarse square 3D modules, and complete source-face replacement by the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1659__head-nigiri.png	B04-CUL__Culinary/aachat-forge-culinary-salmon-rice-violet-tender.png	7552bde55f60b0ca19358758887400279b8f8a4959215b3b1df82d767936360f	Salmon nigiri rice-block head with integrated fixed LCD, violet square-pattern tunic, and coarse unified Level 4 modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1663__head-doughnut.png	B04-CUL__Culinary/aachat-forge-culinary-pink-sprinkle-ring-porter.png	4a4c2332774a0018c092382173274f56b0def333d5f727a172a406326e36e084	Reference-mode Level 4 preserves the tan doughnut ring, vivid pink frosting with sparse multicolor sprinkles, and orange-white striped build while structurally replacing the original glasses and complete face with the fixed integrated aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1665__head-pop.png	B04-CUL__Culinary/aachat-forge-culinary-saffron-confetti-box-porter.png	646f093bd90324fcad4fe32a8ee426e44369159d4a26528e4edc88a7e18ba76f	Golden and coral confetti cap over an olive vending-box steward, retaining the ivory inlay and red-green-blue controls with a fully integrated fixed LCD face.
nouns_classified_1973/B04-CUL__Culinary/noun-1670__head-beet.png	B04-CUL__Culinary/aachat-forge-culinary-garnet-beet-sun-keeper.png	12febac6f91859ffb5b187b74821a67bad95c66eb311c1cd062c5abadf258eb5	Reference-mode Level 4 beet keeper; garnet root head and twin sprout retained, source face fully replaced by fixed LCD, charcoal tunic with yellow sun motif, coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1676__head-pumpkin.png	B04-CUL__Culinary/aachat-forge-culinary-coral-pumpkin-lime-keeper.png	23e304d144dff72fdcaf42125c52e306b00f1f01631fa6a766ab9c3303859bcd	Compact coral pumpkin keeper with a short olive stem, straight magenta tunic, dark maroon modular limbs, sparse lime chest modules, and the original face fully replaced by the fixed frontal aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1680__head-chilli.png	B04-CUL__Culinary/aachat-forge-culinary-carmine-hookstem-lace-sentinel.png	73602c5762bd75a5dcc8bfba62e3982d7ee9dbecf39645d7a60b40656af0b767	Carmine hooked chilli sentinel with a stepped green stem crest and charcoal laced torso; original face structurally replaced by the fixed blue-glow LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1687__head-pineapple.png	B04-CUL__Culinary/aachat-forge-culinary-citrine-rind-leaf-steward.png	a39b7cd80fb77ef552ce921d0520037596afe6bca00215474671d6de38e85472	Coarse citrine pineapple-rind steward with block leaf crown and fixed frontal LCD replacing the source face.
nouns_classified_1973/B04-CUL__Culinary/noun-1692__head-banana.png	B04-CUL__Culinary/aachat-forge-culinary-golden-banana-slate-warden.png	1c2807fc156f2aa399b235dd41096c085e85fa610883000568e2e7f3d141dab1	Golden banana-peel crown and raised side arcs structurally frame the fixed aachat LCD above a compact charcoal-and-slate coarse-module tunic body.
nouns_classified_1973/B04-CUL__Culinary/noun-1703__head-peanut.png	B04-CUL__Culinary/aachat-forge-culinary-sand-peanut-button-steward.png	b23305a525139cf38d97a71551a548ccaa42cfc28f4c9222407859a12c6490d2	Sand-toned twin-lobed peanut shell steward with charcoal modular coat and descending black square-button motif; original red face fully replaced by the fixed frontal cobalt-glow LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1704__head-pickle.png	B04-CUL__Culinary/aachat-forge-culinary-jade-crook-dimple-keeper.png	2d6e534101f690bc4d3fb34dc34a6be07ae630c534ffcf6baeaab876bf9d1497	Jade-green hooked pickle shell structurally houses the fixed LCD; lime rind dimples, mint collar, and sky-blue module body preserve the source design language.
nouns_classified_1973/B04-CUL__Culinary/noun-1713__head-milk.png	B04-CUL__Culinary/aachat-forge-culinary-cobalt-milk-carton-porter.png	ba7bc6d1bb0f3d0bc23084da51e0d79ea4b51d26a23f4a8a03de03f3114daa71	Cobalt milk-carton porter with gable-top block shell, red pour spout, navy-white stripes, and fully integrated fixed LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1715__head-pickle.png	B04-CUL__Culinary/aachat-forge-culinary-moss-gherkin-checker-porter.png	e57289e60d9b6e32db7b586530f20dbef533c13416e3611e47c730a4971febe4	Moss-green knobbled gherkin porter with a red-and-green checker tunic, fully rebuilt around the fixed cobalt-glow LCD in coarse square modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1716__head-wine.png	B04-CUL__Culinary/aachat-forge-culinary-burgundy-goblet-sash-steward.png	075466379d63e12262d9dc69c35fd446c3baa49b61a5a09608cc7b6fa88c86db	Burgundy goblet-bowl head with pale-cyan rim and a white block tunic crossed by a yellow-to-purple mosaic sash; original face fully replaced by the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1717__head-blueberry.png	B04-CUL__Culinary/aachat-forge-culinary-azure-berry-scarlet-apron.png	153ab62e980d3c34608bfa07633b2d29cc95d43fcadb4599117924a751b5d047	Reference mode Level 4; rounded azure blueberry module head with dark berry crown and scarlet apron; original face fully replaced by the fixed frontal cobalt-glow LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1723__head-icepop-b.png	B04-CUL__Culinary/aachat-forge-culinary-mint-berry-bowtie-porter.png	5ae0bfd1cd0013e18a9486c5e31a1c25cc1ab48bc5c4996c5445d022305a0902	Split mint and raspberry ice-pop porter with a pale vanilla band, short wooden side-stick, black module bow tie, stepped melt drips, and the source face fully replaced by the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1735__head-potato.png	B04-CUL__Culinary/aachat-forge-culinary-olive-spud-sprout-porter.png	d1d3ae41a913d833ccdc7f17e2c2b59154ef21a5ec811da30e52e7627283c396	Reference mode: irregular olive-russet potato silhouette with a block sprout, cobalt-violet collar bands, bright green tunic, coarse square modules, and the original face fully replaced by the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1740__head-burger-dollarmenu.png	B04-CUL__Culinary/aachat-forge-culinary-sesame-patty-counter-warden.png	f08b3af18cf665fe8751148eb56ac3934d1388921722bd0386c3700d897657f5	Sesame-bun and dark-patty head shell with warm cheese accents, compact red service-counter jacket, broad modular shoes, and the source face and branding fully replaced by the fixed frontal aachat LCD in consistent coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1741__head-burger-dollarmenu.png	B04-CUL__Culinary/aachat-forge-culinary-sesame-stack-apron-runner.png	0079ccc0a633aa2c0940e9f72e24769d214a1b9fc63de75d17c076940040967e	Reference-mode sesame burger-stack runner with a tan bun, brown patty, lime ingredient band, fixed aachat LCD, orange apron body, and consistent coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1743__head-beet.png	B04-CUL__Culinary/aachat-forge-culinary-crimson-beet-sprout-porter.png	9c2b4086c8afffebd1b81d3569b8831cbe3d02d50188b07f4a9b7754c8a38804	Reference-mode Level 4 beet-root porter preserving the crimson bulb, olive tunic, purple-green sprout, and mustard accent while structurally replacing the original face with the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1744__head-milk.png	B04-CUL__Culinary/aachat-forge-culinary-rainbow-dairy-spout-courier.png	33d6e4a2bb1e655e62d84526d25992802f729391a43034a2aaf11b3de42aa840	Blue milk-carton courier with red folded spout, rainbow module bands, fixed integrated LCD, and generous full-body white margins.
nouns_classified_1973/B04-CUL__Culinary/noun-1745__head-cookie.png	B04-CUL__Culinary/aachat-forge-culinary-cocoa-crumble-snowflake-porter.png	984a142d34fd334fda291e5bd63be576586c839a263168a070a670d1489be1d3	Round cocoa-cookie crown with integrated fixed LCD, orange snowflake coat, and coarse square-module full-body construction.
nouns_classified_1973/B04-CUL__Culinary/noun-1749__head-cherry.png	B04-CUL__Culinary/aachat-forge-culinary-ruby-cherry-checker-sprout.png	70025aa15dc7816839a230da13faabb7d6832e845686414dbfb7c5f97e4edc18	Ruby-red modular cherry head with green block stem and leaf, fixed LCD face, and pink-cobalt checker body.
nouns_classified_1973/B04-CUL__Culinary/noun-1752__head-milk.png	B04-CUL__Culinary/aachat-forge-culinary-lavender-milk-tab-bearer.png	87a43f61061b3b2988f7c18d32a5f029482484107bd30ce24ca48fa7efbab7d4	Lavender milk-carton bearer with cobalt capped crown and spout, crisp white banding, and a restrained red top tab.
nouns_classified_1973/B04-CUL__Culinary/noun-1757__head-wine.png	B04-CUL__Culinary/aachat-forge-culinary-claret-goblet-olive-steward.png	1631c77127f380315ce3d5df2a23b5fb5126ebca9ecb83c5b179f89eef0d5b69	Pale aqua goblet-bowl LCD housing with claret inset, olive stem-body, ivory steward accents, and consistent coarse square modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1769__head-chocolate.png	B04-CUL__Culinary/aachat-forge-culinary-emerald-chocolate-crown-courier.png	2c7493a1d34a58c2de86b74dfbdb0d97e96bd0749582ae758eaf927ea3479555	Emerald chocolate-dispenser courier with orange framing, cobalt side fittings, a stepped cocoa crown, and an integrated fixed LCD in coarse square 3D modules.
nouns_classified_1973/B04-CUL__Culinary/noun-1770__head-garlic.png	B04-CUL__Culinary/aachat-forge-culinary-pearl-clove-blueframe-steward.png	173c1910c136ba7bf63aaf99f1034cf41789f38de8fcb2d6d429f1336be5d344	Pearl-white garlic-bulb steward with a cobalt block LCD frame, charcoal formal modules, and a compact golden lapel accent; the original face is fully replaced by the fixed aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1772__head-porkbao.png	B04-CUL__Culinary/aachat-forge-culinary-ivory-bao-mosaic-keeper.png	3e9ec09ea6682ea7878c7154adfb8e069c635a4c872673ea3f7e22b2cada7beb	Warm ivory steamed-bun shell with toasted pleat modules, a vermilion LCD rail, and a bold primary-color mosaic tunic, with the source face fully replaced by the fixed frontal aachat LCD.
nouns_classified_1973/B04-CUL__Culinary/noun-1777__head-watermelon.png	B04-CUL__Culinary/aachat-forge-culinary-ruby-rind-sky-stiltwalker.png	2514d3f6f153ba959876d9ccb7d6ade314366750babd80866ca80c7bab31e191	Ruby-red watermelon wedge and mint rind rebuilt as a coarse modular LCD head over a tall sky-blue stilt suit; source face fully replaced.
nouns_classified_1973/B04-CUL__Culinary/noun-1785__head-pie.png	B04-CUL__Culinary/aachat-forge-culinary-golden-lattice-crust-porter.png	adf87e3ad1dbc3c11f24e467f377fa4ac5492960b3cf98b5c8b3310093121f49	Reference-mode Level 4 pie-oven porter with golden crust shell, red lattice apron, cool-gray tin flanges, block steam, integrated fixed LCD, and compact pie-server.
nouns_classified_1973/B04-CUL__Culinary/noun-1800__head-shrimp-tempura.png	B04-CUL__Culinary/aachat-forge-culinary-golden-tempura-tail-bearer.png	10c30173e68e979863f7279533a233f387f039cb406e03e89235d5c94d6b7501	Reference-mode Level 4 golden tempura-shell bearer with an orange shrimp-tail crest, charcoal modular body, fixed integrated aachat LCD, and broad white full-body margins.
